,Name,Height,Weight,Reach,Stance,DOB,Link
204,Saad Awad,"5' 11""",155 lbs,--,,"Jun 07, 1983",http://ufcstats.com/fighter-details/da603332ad41f165
205,Javy Ayala,"6' 1""",265 lbs,--,,"Aug 20, 1988",http://ufcstats.com/fighter-details/26387c19f32dda0f
206,Jessin Ayari,"6' 0""",155 lbs,"73""",Orthodox,"May 31, 1992",http://ufcstats.com/fighter-details/6eaec40f724852f4
207,Abu Azaitar,"5' 9""",185 lbs,"76""",Orthodox,"Mar 10, 1986",http://ufcstats.com/fighter-details/46d0a888d87d91ac
208,Ottman Azaitar,"5' 8""",155 lbs,"71""",Switch,"Feb 20, 1990",http://ufcstats.com/fighter-details/ee18ff42063174df
209,Luiz Azeredo,"5' 9""",154 lbs,--,Orthodox,"Jun 10, 1976",http://ufcstats.com/fighter-details/063649e21bc9d6d5
210,Luciano Azevedo,"6' 3""",161 lbs,--,Orthodox,"Jun 25, 1981",http://ufcstats.com/fighter-details/9bcfb40dbcd50568
211,Hunter Azure,"5' 8""",145 lbs,"69""",Orthodox,"Mar 02, 1992",http://ufcstats.com/fighter-details/2af2f2e26c4c0402
212,Yan Cabral,"5' 11""",155 lbs,"73""",Orthodox,"May 13, 1983",http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39
213,Alvin Cacdac,"5' 6""",125 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/ce7871949b0ed2bf
214,Alex Caceres,"5' 10""",145 lbs,"73""",Southpaw,"Jun 20, 1988",http://ufcstats.com/fighter-details/7aa3d6964eff4877
215,Vince Cachero,"5' 6""",145 lbs,"68""",Orthodox,"Nov 07, 1989",http://ufcstats.com/fighter-details/ed2a8cc402173781
216,Priscila Cachoeira,"5' 7""",125 lbs,"65""",Orthodox,"Aug 19, 1988",http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
217,Travis Calanoc,"5' 8""",145 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/90d28fee0af74f2d
218,Ricky Calatayud,"5' 9""",125 lbs,--,,"Oct 10, 1982",http://ufcstats.com/fighter-details/800feaa25700a85f
219,Darrion Caldwell,"5' 10""",135 lbs,--,,"Dec 19, 1987",http://ufcstats.com/fighter-details/b7dc25ee40ee8334
220,Taylor Callens,"5' 10""",155 lbs,--,,"May 21, 1991",http://ufcstats.com/fighter-details/53d471e9bf5f2fc8
221,Cynthia Calvillo,"5' 4""",125 lbs,"64""",Orthodox,"Jul 13, 1987",http://ufcstats.com/fighter-details/98215d037be5bcb7
222,Joe Camacho,"5' 9""",155 lbs,--,Orthodox,"Mar 10, 1972",http://ufcstats.com/fighter-details/dfb965c9824425db
223,Frank Camacho,"5' 10""",155 lbs,"73""",Orthodox,"May 18, 1989",http://ufcstats.com/fighter-details/764342d39cdaa54a
224,Fabricio Camoes,"5' 10""",155 lbs,"71""",Orthodox,"Dec 23, 1978",http://ufcstats.com/fighter-details/7abe471b61725980
225,Chris Camozzi,"6' 2""",185 lbs,"75""",Orthodox,"Nov 20, 1986",http://ufcstats.com/fighter-details/6c2030e0a143a94b
226,Brian Camozzi,"6' 2""",170 lbs,"78""",Orthodox,"Jun 24, 1991",http://ufcstats.com/fighter-details/1999ffb5cebc314f
227,Ricky Camp,"5' 7""",135 lbs,--,,--,http://ufcstats.com/fighter-details/4a99978a0366bb29
228,Mike Campbell,"5' 9""",155 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/f5585e675af7afd4
229,Thomas Campbell,--,--,--,,--,http://ufcstats.com/fighter-details/d060014a5a039829
230,Shane Campbell,"6' 0""",155 lbs,"71""",Orthodox,"Jan 21, 1987",http://ufcstats.com/fighter-details/784285b7ae7dd85f
231,Charlie Campbell,"6' 0""",155 lbs,--,Orthodox,"Jul 03, 1995",http://ufcstats.com/fighter-details/b39f7a6c2be17ee8
232,John Campetella,"5' 9""",235 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/31bbd46d57dfbcb7
233,Wagner Campos,"5' 6""",145 lbs,--,Southpaw,"Jul 31, 1981",http://ufcstats.com/fighter-details/db6d5f691aea3fd3
234,Derek Campos,"5' 9""",155 lbs,--,,"Apr 01, 1988",http://ufcstats.com/fighter-details/aa8dc72b3a1f761c
235,Will Campuzano,"5' 9""",125 lbs,"70""",Orthodox,"May 27, 1986",http://ufcstats.com/fighter-details/901cddcbfa079097
236,Aleksa Camur,"6' 1""",205 lbs,"74""",Orthodox,"Sep 25, 1995",http://ufcstats.com/fighter-details/c2a670b22d2e196f
237,Chico Camus,"5' 6""",125 lbs,"66""",Orthodox,"Jan 26, 1985",http://ufcstats.com/fighter-details/32be4b7f7de1c905
238,Asbel Cancio,"5' 10""",225 lbs,--,,--,http://ufcstats.com/fighter-details/2a7afe14b3a0a058
239,Carlos Candelario,"5' 8""",125 lbs,"68""",Southpaw,"Jun 04, 1991",http://ufcstats.com/fighter-details/760a55d5b6098cbe
240,Ronaldo Candido,"5' 6""",125 lbs,--,Southpaw,"Apr 24, 1989",http://ufcstats.com/fighter-details/23fbe02caabcd214
241,Luiz Cane,"6' 2""",185 lbs,"77""",Southpaw,"Apr 24, 1981",http://ufcstats.com/fighter-details/24b033b3daf1c9df
242,Guido Cannetti,"5' 6""",135 lbs,"68""",Southpaw,"Dec 19, 1979",http://ufcstats.com/fighter-details/d05412b513b19621
243,Jared Cannonier,"5' 11""",185 lbs,"77""",Switch,"Mar 16, 1984",http://ufcstats.com/fighter-details/13a0275fa13c4d26
244,Jose Canseco,"6' 4""",240 lbs,--,Orthodox,"Jul 02, 1964",http://ufcstats.com/fighter-details/03da33a102d9a45f
245,Cody Canterbury,"5' 8""",155 lbs,--,,--,http://ufcstats.com/fighter-details/23100e8f71f25a4a
246,Bo Cantrell,"6' 2""",235 lbs,--,Orthodox,"Feb 08, 1969",http://ufcstats.com/fighter-details/6750e338922a099d
247,Steve Cantwell,"6' 2""",185 lbs,"75""",Orthodox,"Dec 08, 1986",http://ufcstats.com/fighter-details/f1f9e48a0d150757
248,Paul Capaldo,"5' 7""",135 lbs,--,,"Dec 27, 1996",http://ufcstats.com/fighter-details/83b8fe74224dd642
249,Phil Caracappa,"5' 8""",135 lbs,"70""",Orthodox,"Jun 05, 1992",http://ufcstats.com/fighter-details/bd81a97864acf098
250,Frank Caracci,--,--,--,,--,http://ufcstats.com/fighter-details/44f9c777fed7ca03
251,Gina Carano,"5' 8""",145 lbs,--,Orthodox,"Apr 16, 1982",http://ufcstats.com/fighter-details/899eaba48fa864a6
252,Dos Caras Jr.,"6' 4""",225 lbs,--,Orthodox,"May 25, 1977",http://ufcstats.com/fighter-details/155a02a8b4311057
253,Bryan Caraway,"5' 8""",135 lbs,"68""",Orthodox,"Aug 04, 1984",http://ufcstats.com/fighter-details/5ef0088c1b19beeb
254,Remo Cardarelli,--,135 lbs,--,,--,http://ufcstats.com/fighter-details/e5512a6aed150d8f
255,Phil Cardella,"5' 11""",155 lbs,--,,"Jul 09, 1976",http://ufcstats.com/fighter-details/f6a7b02c42e9fc5b
256,Edgar Cardenas,--,145 lbs,--,,--,http://ufcstats.com/fighter-details/99a86b134dccc166
257,Chris Cariaso,"5' 3""",125 lbs,"64""",Southpaw,"May 27, 1981",http://ufcstats.com/fighter-details/b2e3aca4cd363477
258,Ronald Carillo,--,125 lbs,--,,--,http://ufcstats.com/fighter-details/cbd022eaf2ac546a
259,Rafael Carino,"6' 8""",245 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/08a7080ff5904661
260,Don Carlo-Clauss,--,170 lbs,--,,--,http://ufcstats.com/fighter-details/f59a6de8a5dfe297
261,Antonio Carlos Junior,"6' 2""",185 lbs,"79""",Orthodox,"Mar 16, 1990",http://ufcstats.com/fighter-details/52e76bb4b3e852f3
262,Spike Carlyle,"5' 8""",145 lbs,"71""",Switch,"May 06, 1993",http://ufcstats.com/fighter-details/be68b375707dcb85
263,Francis Carmont,"6' 3""",205 lbs,"78""",Orthodox,"Oct 11, 1981",http://ufcstats.com/fighter-details/3591d0d5d382a381
264,Liz Carmouche,"5' 6""",125 lbs,"66""",Orthodox,"Feb 19, 1984",http://ufcstats.com/fighter-details/51a0c09cbe9b8472
265,Roan Carneiro,"5' 11""",170 lbs,"76""",Orthodox,"Jun 02, 1978",http://ufcstats.com/fighter-details/1c86754617d9813a
266,Ariane Carnelossi,"5' 2""",115 lbs,"61""",Orthodox,"Nov 17, 1992",http://ufcstats.com/fighter-details/c0d5c0c95c59050b
267,Luana Carolina,"5' 6""",125 lbs,"69""",Orthodox,"Jun 11, 1993",http://ufcstats.com/fighter-details/528b071cf3da7c56
268,Tim Caron,"6' 1""",185 lbs,--,Orthodox,"Jul 24, 1987",http://ufcstats.com/fighter-details/b80ea4880f25c187
269,Clayton Carpenter,"5' 6""",125 lbs,"66""",Orthodox,"Jun 09, 1996",http://ufcstats.com/fighter-details/b62d5280966b2460
270,Gabriel Carrasco,"5' 6""",135 lbs,--,,--,http://ufcstats.com/fighter-details/89ed44801968b8e3
271,Cody Carrillo,"5' 10""",155 lbs,--,,--,http://ufcstats.com/fighter-details/9346efb4bbaedd08
272,Cain Carrizosa,"5' 8""",155 lbs,--,Orthodox,"Jul 22, 1986",http://ufcstats.com/fighter-details/064b7dc68d786254
273,Roger Carroll,"5' 10""",170 lbs,--,,--,http://ufcstats.com/fighter-details/572a89dbe1f76761
274,Jonny Carson,"5' 10""",155 lbs,--,,--,http://ufcstats.com/fighter-details/0d49ddc07bd8c747
275,Scott Carson,"6' 2""",215 lbs,--,,--,http://ufcstats.com/fighter-details/1e3302f9ab6f549a
276,Shonie Carter,"5' 10""",170 lbs,--,Southpaw,"May 03, 1972",http://ufcstats.com/fighter-details/7b6e40a73b567072
277,Jack Cartwright,"5' 9""",135 lbs,"68""",Orthodox,"May 26, 1994",http://ufcstats.com/fighter-details/1f592bfefb0d62a3
278,Bruno Carvalho,"5' 8""",154 lbs,--,,"Jun 07, 1982",http://ufcstats.com/fighter-details/456c02115efc4a01
279,Antonio Carvalho,"5' 9""",145 lbs,"70""",Orthodox,"May 30, 1979",http://ufcstats.com/fighter-details/fef3d17e27e916e7
280,Rafael Carvalho,"6' 3""",185 lbs,--,,"Jul 27, 1986",http://ufcstats.com/fighter-details/620d8710e89cfeae
281,Shane Carwin,"6' 2""",265 lbs,"80""",Orthodox,"Jan 04, 1975",http://ufcstats.com/fighter-details/68dd7b3783c19f9c
282,Johnny Case,"5' 10""",155 lbs,"72""",Orthodox,"Jun 28, 1989",http://ufcstats.com/fighter-details/1f4b04a926ef1287
283,Kevin Casey,"5' 11""",185 lbs,"77""",Southpaw,"Jun 15, 1981",http://ufcstats.com/fighter-details/8d9586726252dbf7
284,Cortney Casey,"5' 7""",125 lbs,"67""",Orthodox,"May 05, 1987",http://ufcstats.com/fighter-details/5f179af5fffeb9f6
285,Brandon Cash,"6' 5""",255 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/3993f7dcb7caf42a
286,Bendy Casimir,"5' 5""",145 lbs,--,Southpaw,"Jun 10, 1980",http://ufcstats.com/fighter-details/ec7ac09293d26c05
287,Dwayne Cason,"5' 10""",212 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/31c01fbc2586a5eb
288,Joe Cason,"6' 3""",205 lbs,--,,"Jan 19, 1988",http://ufcstats.com/fighter-details/2b1c6f28039efe36
289,John Castaneda,"5' 6""",135 lbs,"71""",Switch,"Dec 18, 1991",http://ufcstats.com/fighter-details/5fa2974cbd18e05c
290,Eric Castile,"5' 8""",145 lbs,--,,--,http://ufcstats.com/fighter-details/a0a69dc9914ef6e1
291,Gil Castillo,"5' 9""",170 lbs,--,Southpaw,"Oct 21, 1965",http://ufcstats.com/fighter-details/31ceaf0e670c1578
292,Danny Castillo,"5' 9""",155 lbs,"71""",Orthodox,"Aug 25, 1979",http://ufcstats.com/fighter-details/d1e7fc58d4225cdf
293,Raul Castillo,"5' 11""",185 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/feeae92f951f49a9
294,Jenna Castillo,"5' 2""",125 lbs,--,,"May 05, 1982",http://ufcstats.com/fighter-details/e680418329c84ec4
295,Tim Catalfo,"5' 11""",235 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/6ca68b636fbc1f18
296,Nick Catone,"6' 0""",185 lbs,"72""",Southpaw,"Sep 01, 1981",http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
297,Luke Caudillo,"5' 7""",155 lbs,--,Orthodox,"Nov 30, 1980",http://ufcstats.com/fighter-details/68d76fd9ecf7431d
298,Gesias Cavalcante,"5' 8""",155 lbs,"71""",Orthodox,"Jul 06, 1983",http://ufcstats.com/fighter-details/2a74bbba57058f12
299,Rafael Cavalcante,"6' 1""",205 lbs,"74""",Orthodox,"Apr 14, 1980",http://ufcstats.com/fighter-details/5c1ca0c72b599a3c
300,Magnus Cedenblad,"6' 5""",185 lbs,"79""",Orthodox,"Apr 10, 1982",http://ufcstats.com/fighter-details/0e21976afc92e4d1
301,Yosdenis Cedeno,"5' 8""",155 lbs,"69""",Orthodox,"Feb 12, 1985",http://ufcstats.com/fighter-details/3e61082025db8137
302,Henry Cejudo,"5' 4""",135 lbs,"64""",Orthodox,"Feb 09, 1987",http://ufcstats.com/fighter-details/056c493bbd76a918
303,Adam Cella,"6' 2""",170 lbs,--,,"Jun 26, 1985",http://ufcstats.com/fighter-details/b27b8881d7444114
304,Vinicius Cenci,"6' 1""",155 lbs,"74""",Orthodox,"Nov 24, 1995",http://ufcstats.com/fighter-details/f21a152aaa3e95c6
305,Donald Cerrone,"6' 1""",155 lbs,"73""",Orthodox,"Mar 29, 1983",http://ufcstats.com/fighter-details/1d00756835ca67c9
306,Jared Chaffee,"5' 10""",155 lbs,--,,"Dec 15, 1984",http://ufcstats.com/fighter-details/fdf59144e535bc38
307,Luan Chagas,"6' 0""",170 lbs,"75""",Orthodox,"Jun 17, 1993",http://ufcstats.com/fighter-details/9ccf8371fd80d45d
308,Edgar Chairez,"5' 7""",125 lbs,--,Orthodox,"Jan 27, 1996",http://ufcstats.com/fighter-details/5ef94841c4bc3f86
309,Ansar Chalangov,"5' 9""",170 lbs,--,Orthodox,"Oct 30, 1979",http://ufcstats.com/fighter-details/7342fcc41a4817fa
310,Alex Chambers,"5' 3""",115 lbs,"63""",Southpaw,"Oct 25, 1978",http://ufcstats.com/fighter-details/26b63bc5c0c1f65d
311,Michael Chandler,"5' 8""",155 lbs,"71""",Orthodox,"Apr 24, 1986",http://ufcstats.com/fighter-details/4b93a88f3b1de35b
312,Chelsea Chandler,"5' 8""",145 lbs,"68""",Southpaw,"Nov 23, 1990",http://ufcstats.com/fighter-details/af9efbfd63d39734
313,Donnie Chappell,"5' 11""",178 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/8788beb528894f33
314,Joe Charles,"6' 1""",260 lbs,--,Southpaw,--,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5
315,Dan Charles,"6' 2""",228 lbs,--,,"Sep 24, 1985",http://ufcstats.com/fighter-details/32a4f1235f0dad73
316,Ernest Chavez,"5' 8""",145 lbs,"70""",Orthodox,"Jun 27, 1983",http://ufcstats.com/fighter-details/b406da701c479076
317,Emilio Chavez,"5' 9""",145 lbs,--,,--,http://ufcstats.com/fighter-details/84e8920e59ff14a7
318,Danny Chavez,"5' 8""",145 lbs,"67""",Orthodox,"Mar 14, 1987",http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
319,Gabriel Checco,"6' 1""",185 lbs,--,Switch,"Apr 03, 1986",http://ufcstats.com/fighter-details/9c5f7d5c6d084b35
320,Albert Cheng,"5' 11""",170 lbs,--,Orthodox,"Feb 07, 1985",http://ufcstats.com/fighter-details/d8d7b24d276c8cb0
321,Fabio Cherant,"6' 1""",205 lbs,"74""",Southpaw,"Nov 25, 1994",http://ufcstats.com/fighter-details/78a68f1dade6aaf7
322,Ion Cherdivara,--,205 lbs,--,,--,http://ufcstats.com/fighter-details/c713a845360d604b
323,Mark Cherico,"5' 7""",145 lbs,"69""",Orthodox,"May 12, 1986",http://ufcstats.com/fighter-details/79a193111e3bc99b
324,Macy Chiasson,"5' 11""",135 lbs,"72""",Orthodox,"Jul 27, 1991",http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
325,Michael Chiesa,"6' 1""",170 lbs,"75""",Southpaw,"Dec 07, 1987",http://ufcstats.com/fighter-details/c58f51dedb310998
326,Giga Chikadze,"6' 0""",145 lbs,"74""",Orthodox,"Aug 25, 1988",http://ufcstats.com/fighter-details/9560ff14eb3129f7
327,Khamzat Chimaev,"6' 2""",170 lbs,"75""",Orthodox,"May 01, 1994",http://ufcstats.com/fighter-details/767755fd74662dbf
328,Sako Chivitchian,"5' 11""",155 lbs,--,,"Mar 11, 1984",http://ufcstats.com/fighter-details/9f7787e56a6bc0f4
329,Mu Bae Choi,"6' 2""",230 lbs,--,Orthodox,"Jun 27, 1970",http://ufcstats.com/fighter-details/371a1c91b24dec2b
330,Hong Man Choi,"7' 2""",330 lbs,--,Orthodox,"Oct 30, 1980",http://ufcstats.com/fighter-details/2c104b7e59a72629
331,Dooho Choi,"5' 10""",145 lbs,"70""",Orthodox,"Apr 10, 1991",http://ufcstats.com/fighter-details/e93b04e308913c2e
332,SeungWoo Choi,"6' 0""",145 lbs,"74""",Orthodox,"Nov 03, 1992",http://ufcstats.com/fighter-details/a68575214ecad140
333,SeungGuk Choi,"5' 6""",125 lbs,"64""",Orthodox,"Dec 26, 1996",http://ufcstats.com/fighter-details/adccbc19b22e19af
334,John Cholish,"5' 11""",155 lbs,"74""",Orthodox,"Dec 17, 1983",http://ufcstats.com/fighter-details/03c9994c5b8958ec
335,Ryo Chonan,"5' 9""",170 lbs,"70""",Orthodox,"Oct 08, 1976",http://ufcstats.com/fighter-details/55a7b2d4e54ffac9
336,Katlyn Chookagian,"5' 9""",125 lbs,"68""",Orthodox,"Dec 28, 1988",http://ufcstats.com/fighter-details/e872e9a9a902c045
337,Will Chope,"6' 4""",145 lbs,--,Switch,"Sep 08, 1990",http://ufcstats.com/fighter-details/db5dc7cb80d7d418
338,Joachim Christensen,"6' 3""",205 lbs,"76""",Orthodox,"Nov 07, 1978",http://ufcstats.com/fighter-details/2d447cc91bdaa545
339,Dan Christison,"6' 8""",265 lbs,--,Orthodox,"Apr 26, 1972",http://ufcstats.com/fighter-details/b369533a577fa97c
340,Anthony Christodoulou,"5' 9""",155 lbs,--,Orthodox,"Jul 30, 1987",http://ufcstats.com/fighter-details/4f11e9ce318ffbcb
341,Murad Chunkaiev,"5' 11""",185 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/d4a12dfa4067742f
342,Cameron Church,"5' 11""",155 lbs,"72""",Orthodox,"Sep 27, 1990",http://ufcstats.com/fighter-details/f197ce0cbe69996d
343,Steven Ciaccio,"6' 0""",170 lbs,--,,--,http://ufcstats.com/fighter-details/eaebaa6801338ea1
344,Mike Ciesnolevicz,"6' 0""",235 lbs,--,Orthodox,"Oct 28, 1979",http://ufcstats.com/fighter-details/51b0bb73a1da34bc
345,Hannah Cifers,"5' 1""",115 lbs,"62""",Orthodox,"Jun 26, 1992",http://ufcstats.com/fighter-details/2244d9a2b64b8c3b
346,Branko Cikatic,"6' 1""",215 lbs,--,Orthodox,"Oct 03, 1954",http://ufcstats.com/fighter-details/4e5bbc4566049cbf
347,Nikolajus Cilkinas,--,--,--,Orthodox,--,http://ufcstats.com/fighter-details/3f3550bf126a5721
348,Misha Cirkunov,"6' 3""",205 lbs,"77""",Orthodox,"Feb 27, 1987",http://ufcstats.com/fighter-details/67f272324a030d00
349,Johnny Cisneros,"5' 11""",170 lbs,--,,"Feb 05, 1980",http://ufcstats.com/fighter-details/42611508ba8c3298
350,Laverne Clark,"5' 11""",170 lbs,--,Orthodox,"Dec 02, 1973",http://ufcstats.com/fighter-details/1c2f2571b18791b6
351,Logan Clark,"6' 2""",185 lbs,--,Orthodox,"Feb 16, 1985",http://ufcstats.com/fighter-details/6776260cb0aef647
352,Mychal Clark,"6' 3""",224 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/69108cb8b32efe04
353,Dominic Clark,"5' 10""",155 lbs,--,,"Aug 01, 1985",http://ufcstats.com/fighter-details/8a64b3f87ad29d1e
354,Heather Clark,"5' 6""",115 lbs,"64""",Orthodox,"Sep 19, 1980",http://ufcstats.com/fighter-details/dd4c16777fb2ccf9
355,Devin Clark,"6' 0""",205 lbs,"75""",Orthodox,"Apr 12, 1990",http://ufcstats.com/fighter-details/cc7040fe76f0ef91
356,Jessica-Rose Clark,"5' 5""",135 lbs,"64""",Orthodox,"Nov 28, 1987",http://ufcstats.com/fighter-details/6c8072b61c276e67
357,John Clarke,--,170 lbs,--,,"Aug 15, 1977",http://ufcstats.com/fighter-details/a77c71a574132188
358,Mitch Clarke,"5' 10""",155 lbs,"73""",Orthodox,"Nov 24, 1985",http://ufcstats.com/fighter-details/c76ec2bc3a57666a
359,Rich Clementi,"5' 9""",155 lbs,"72""",Southpaw,"Mar 31, 1976",http://ufcstats.com/fighter-details/7d21de9c6d7c98b2
360,Chris Clements,"5' 10""",170 lbs,"70""",Orthodox,"Feb 09, 1976",http://ufcstats.com/fighter-details/e5ecaf884b6da2bc
361,RJ Clifford,--,160 lbs,--,,--,http://ufcstats.com/fighter-details/8e32bfcff3ec1717
362,Mark Climaco,"5' 4""",125 lbs,"65""",Southpaw,"Nov 06, 1997",http://ufcstats.com/fighter-details/60098849c703e389
363,Josh Clopton,"5' 6""",145 lbs,--,Orthodox,"Jul 11, 1981",http://ufcstats.com/fighter-details/48e96d9cea6d4ab0
364,Brian Cobb,"5' 11""",155 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/3138fab619faf4d1
365,Darryl Cobb,"5' 9""",185 lbs,--,,"Aug 04, 1980",http://ufcstats.com/fighter-details/dc6d8256ee3dfba5
366,Dave Cochran,"5' 6""",155 lbs,--,,"May 10, 1973",http://ufcstats.com/fighter-details/6dbb1107de9a4a08
367,Dakota Cochrane,"5' 8""",155 lbs,--,,"May 01, 1986",http://ufcstats.com/fighter-details/8fa7e0bc052185ce
368,Marloes Coenen,"5' 9""",145 lbs,"67""",,"Mar 31, 1981",http://ufcstats.com/fighter-details/0b77a05bcbd2de74
369,Marc Cofer,--,185 lbs,--,,"Mar 03, 1972",http://ufcstats.com/fighter-details/e90d9d0681270953
370,John Cofer,"5' 9""",155 lbs,--,Southpaw,"Apr 29, 1984",http://ufcstats.com/fighter-details/8b260672a21d1fd6
371,Chris Coggins,--,--,--,,--,http://ufcstats.com/fighter-details/a0c29b13f7a5df32
372,Felipe Colares,"5' 8""",145 lbs,"69""",Orthodox,"Mar 31, 1994",http://ufcstats.com/fighter-details/dbac0a413af64bbe
373,Wayne Cole,"6' 1""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/2eab7a6c8b0ed8cc
374,Devin Cole,"6' 4""",240 lbs,--,Orthodox,"Oct 01, 1976",http://ufcstats.com/fighter-details/1174782eacde9b0c
375,Coltin Cole,--,185 lbs,--,,"Apr 24, 1989",http://ufcstats.com/fighter-details/cecd72feb0d640e3
376,Ivan Cole,"5' 9""",135 lbs,--,,"Nov 30, 1990",http://ufcstats.com/fighter-details/987b80f57190d6d0
377,Chandler Cole,--,--,--,,"Jan 09, 1995",http://ufcstats.com/fighter-details/5d8a9c95af50280a
378,Mark Coleman,"6' 1""",205 lbs,"75""",Orthodox,"Dec 20, 1964",http://ufcstats.com/fighter-details/21b8a0f5c231096f
379,Cortez Coleman,"6' 1""",185 lbs,--,,"Jan 28, 1982",http://ufcstats.com/fighter-details/ffb20ae0db47ebe6
380,Clay Collard,"5' 11""",145 lbs,"73""",Orthodox,"Mar 10, 1993",http://ufcstats.com/fighter-details/cc900c6a71ed23f3
381,Jamie Colleen,"5' 3""",115 lbs,"65""",Orthodox,"Nov 02, 1985",http://ufcstats.com/fighter-details/6b64db453edf4c50
382,Jake Collier,"6' 3""",230 lbs,"78""",Orthodox,"Oct 25, 1988",http://ufcstats.com/fighter-details/92fa1401b7927da3
383,Christian Colombo,"6' 5""",265 lbs,--,Orthodox,"Jul 01, 1980",http://ufcstats.com/fighter-details/9123c54d0a2b72dd
384,Willian Colorado,"5' 10""",135 lbs,"72""",,"Jun 21, 1986",http://ufcstats.com/fighter-details/dfc7f0a2d91ad337
385,Wes Combs,"6' 2""",205 lbs,--,Orthodox,"Jun 18, 1973",http://ufcstats.com/fighter-details/a85998eb79650b2c
386,Carlos Condit,"6' 2""",170 lbs,"75""",Orthodox,"Apr 26, 1984",http://ufcstats.com/fighter-details/f9f07bb5a43535ed
387,Chris Condo,"6' 0""",335 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/41e77dc504a192c6
388,Montserrat Conejo,"5' 0""",115 lbs,"61""",Southpaw,"Feb 03, 1993",http://ufcstats.com/fighter-details/1235b31de15d0c6e
389,Tristan Connelly,"5' 10""",145 lbs,"68""",Orthodox,"Dec 12, 1985",http://ufcstats.com/fighter-details/2ebfbe72ed703925
390,Marcos Conrado Jr.,"6' 2""",220 lbs,--,Orthodox,"Mar 14, 1982",http://ufcstats.com/fighter-details/d450769115a193c2
391,Jeremiah Constant,"6' 1""",240 lbs,--,Orthodox,"Jul 19, 1974",http://ufcstats.com/fighter-details/18f5669a92e99d92
392,Jonathan Contrestano,--,155 lbs,--,,--,http://ufcstats.com/fighter-details/06d4eb8123087123
393,Bob Cook,"5' 9""",170 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a
394,Mike Cook,"6' 1""",205 lbs,--,Orthodox,--,http://ufcstats.com/fighter-details/3ab0df1ddd5f1dc2
395,Chad Cook,"6' 2""",205 lbs,--,,"Nov 07, 1979",http://ufcstats.com/fighter-details/e6daf9cdbf0da889
396,TJ Cook,--,205 lbs,--,,"Sep 08, 1982",http://ufcstats.com/fighter-details/fa238ecfd048f7d8
397,Dewey Cooper,--,205 lbs,--,,--,http://ufcstats.com/fighter-details/5efaaf313b652dd7
398,Brett Cooper,"6' 0""",170 lbs,--,Orthodox,"Jul 02, 1987",http://ufcstats.com/fighter-details/88ffe9745e218dd8
399,Bill Cooper,--,155 lbs,--,,"May 05, 1984",http://ufcstats.com/fighter-details/78bd6940d093fd33
400,Bobby Cooper,"6' 1""",155 lbs,--,,--,http://ufcstats.com/fighter-details/1b51895e5572cfda
